cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,277,1,31227334.240000002,"100000000437046100,100000004400305100,100000006866783100,100000008477350100,100000007055802100,100000008686313100,100000004299488100,100000007629096100",Кластер содержит 1 seed; проверить внутренние пути от начальных узлов и точки сбора/распределения.
1,56,1,10014014.02,"100000002958343100,100000007747786100,100000000274067100,100000005782781100,100000002894076100,100000002872399100,100000005778283100,100000002921047100",Кластер содержит 1 seed; проверить внутренние пути от начальных узлов и точки сбора/распределения.
2,146,3,19519090.0,"100000003684369100,100000008748914100,100000008165763100,100000008304139100,100000001072022100,100000004398811100,100000000913911100,100000007908818100",Кластер содержит 3 seed; проверить внутренние пути от начальных узлов и точки сбора/распределения.
3,41,3,4888834.279999999,"100000004156082100,100000008418835100,100000004269433100,100000003221384100,100000005339662100,100000004820260100,100000008188026100,100000004527381100",Кластер содержит 3 seed; проверить внутренние пути от начальных узлов и точки сбора/распределения.
4,158,1,32434270.59,"100000008710791100,100000008547948100,100000008489922100,100000001162560100,100000002718366100,100000005498992100,100000008547844100,100000002849158100",Кластер содержит 1 seed; проверить внутренние пути от начальных узлов и точки сбора/распределения.
5,4,0,460000.0,"100000006069103100,100000000201868100,100000003192220100,100000006787636100",Смешанный поток; назначение кластера по доступным транзакциям однозначно не определяется.
6,5,0,1189154.0,"100000004670388100,100000000291906100,100000004722630100,100000000291908100,100000004691350100",Смешанный поток; назначение кластера по доступным транзакциям однозначно не определяется.
7,53,1,2993313.0,"100000008680731100,100000004420041100,100000001899164100,100000003265158100,100000004692798100,100000004798515100,100000004662806100,100000007242833100",Кластер содержит 1 seed; проверить внутренние пути от начальных узлов и точки сбора/распределения.
8,106,0,11794744.0,"100000008603629100,100000003880331100,100000001857829100,100000000413678100,100000000661912100,100000002723538100,100000000640800100,100000003131016100",Смешанный поток; назначение кластера по доступным транзакциям однозначно не определяется.
9,6,1,1615030.0,"100000008659445100,100000008193577100,100000008736940100,100000005456919100,100000008751429100,100000000307908100",Кластер содержит 1 seed; проверить внутренние пути от начальных узлов и точки сбора/распределения.
10,126,0,24907250.33,"100000000331309100,100000001330685100,100000006889963100,100000003457710100,100000008490127100,100000003220685100,100000002628576100,100000001222263100",Смешанный поток; назначение кластера по доступным транзакциям однозначно не определяется.
11,54,1,6244622.0,"100000000343175100,100000003115284100,100000006707582100,100000001463701100,100000008730846100,100000002957306100,100000001831496100,100000003360542100",Кластер содержит 1 seed; проверить внутренние пути от начальных узлов и точки сбора/распределения.
12,52,5,4171441.0,"100000008346837100,100000005074393100,100000004183610100,100000003718715100,100000006424479100,100000008733194100,100000000733451100,100000000375150100",Кластер содержит 5 seed; проверить внутренние пути от начальных узлов и точки сбора/распределения.
13,15,0,850450.0,"100000002472632100,100000001526235100,100000001788284100,100000000860514100,100000005505655100,100000007811950100,100000002984403100,100000000404740100",Смешанный поток; назначение кластера по доступным транзакциям однозначно не определяется.
